393082	-363549
68283	-61911
26583	298452
22443	-16481
20148	14287
4672	-4623
16696	70927
16150	-15983
78682	-58297
35351	-11430
18031	9852
17097	9170
101223	-59657
9582	25962
38508	-25355
9784	-9148
30774	-14771
46122	-16405
29385	6043
78265	166755
78014	-46328
64332	-48291
10990	9476
105431	-52804
33021	44131
67792	-65361
817	15707
33575	405590
71638	41398
196655	-195473
140	87631
113286	-30546
23878	4916
12691	2307
67917	-63194
41876	-6398
729	15787
78056	-64693
384	34652
13878	21697
120473	-110862
384	10760
59128	-38941
6926	-471
43159	-4406
20128	-19562
5777	59726
5377	20881
33712	-33207
78385	-41635
40250	142138
17967	80599
14551	33264
204894	-169385
16094	511827
696	-515
85524	-64299
30186	-18854
75598	-37605
47307	-24380
16818	-11619
43857	9999
35608	52480
57475	-22077
217203	-207089
33844	53806
35351	89
87545	-49529
35076	-34627
817	-178
175765	-109160
169076	-148188
100557	-91549
26577	-715
84189	-6766
12603	13664
18032	26891
78677	-78305
53203	47726
33543	67111
78100	9242
19791	67881
4829	12784
78602	-50330
4718	-4691
23369	5296
68453	-46360
39227	-34336
6372	-5555
170428	-165759
5336	36508
74155	-6180
34435	-32059
10031	22689
78007	-42488
79411	-62672
1443	307634
68908	-68314
25016	-24632
12699	356260
21912	52648
31481	346323
49715	-14242
33753	54288
23741	-14377
636	7915
16096	-15886
29194	8450
89483	-61426
30609	-14987
11561	76172
36415	-985
67891	-29002
118137	-118053
41547	-23344
15849	24755
16697	77568
266505	-230965
90914	11359
1187	6228
78159	9650
49800	38376
28368	2511
14844	1450
21848	17706
4652	116384
33516	-8582
12535	-9451
12768	22710
109911	-66471
34833	52901
33826	-33357
67419	270784
9527	-3527
11109	77120
20121	57009
10473	77955
6692	15868
38741	153737
566	29992
63951	25192
24175	48462
41540	254208
28308	18808
167031	-150199
87524	591
47544	-33172
33750	79654
527196	-449888
5914	95004
29262	21402
11031	10905
37951	-15811
113691	-111021
85	359484
25045	61372
5199	15725
53682	-53023
78375	-55619
33612	54577
9821	81614
10982	24446
77994	-60550
33547	108761
37170	-36514
17810	17555
131	88378
108594	-31345
66076	-34493
17346	37840
9316	1388
24508	-4174
68144	-68100
28877	-28877
117079	-117079
372	-372
90805	-90805
90530	-90530
77793	-77793
65967	-65967
78056	-78056
4181	-4181
14604	-14604
27	-27
20637	-20637
22045	-22045
4616	-4616
817	-817
4718	-4718
41770	-41770
49074	-49074
110171	-110171
2428	-2428
32728	-32728
67659	-67659
21112	-21112
75762	-75762
173358	-173358
594	-594
384	-384
535694	-535694
78026	-78026
74755	-74755
33819	-33819
78305	-78305
9473	-9473
8243	-8243
17747	-17747
8405	-8405
210	-210
37440	-37440
30257	-30257
84409	-84409
15622	-15622
78115	-78115
33737	-33737
73743	-73743
18177	-18177
40056	-40056
93809	-93809
33588	-33588
92280	-92280
67400	-67400
7748	-7748
17936	-17936
78249	-78249
78349	-78349
23806	-23806
19561	-19561
35180	-35180
69561	-69561
28856	-28856
3059	-3059
112531	-112531
33792	-33792
41228	-41228
25167	-25167
78030	-78030
41543	-41543
160684	-160684
98284	-98284
78426	-78426
68422	-68422
78810	-78810
22443	-22443
192589	-192589
36240	-36240
78829	-78829
86480	-86480
72204	-72204
53191	-53191
16820	-16820
78274	-78274
14150	-14150
361510	-361510
112188	-112188
87902	-87902
72167	-72167
68090	-68090
89440	-89440
49033	-49033
22076	-22076
2663	-2663
341212	-341212
86623	-86623
20067	-20067
67060	-67060
23081	-23081
78397	-78397
125	-125
70627	-70627
361521	-361521
33735	-33735
17742	-17742
107877	-107877
656	-656
33545	-33545
78623	-78623
68081	-68081
115890	-115890
117615	-117615
34569	-34569
52230	-52230
10308	-10308
44	-44
94188	-94188
